emotion,
surprised,
angry,
disgusted,
surprised,
angry,
surprised,
surprised,
angry,
neutral,
angry,
angry,
neutral,
angry,
neutral,
angry,
angry,
fearful,
sad,
disgusted,
angry,
angry,
disgusted,
angry,
neutral,
neutral,
angry,
neutral,
angry,
surprised,
angry,
disgusted,
angry,
disgusted,
surprised,
disgusted,
disgusted,
disgusted,
disgusted,
neutral,
angry,
angry,
angry,
fearful,
neutral,
disgusted,
disgusted,
fearful,
fearful,
angry,
fearful,
fearful,
neutral,
angry,
neutral,
neutral,
disgusted,
angry,
fearful,
angry,
surprised,
surprised,
fearful,
angry,
fearful,
surprised,
disgusted,
disgusted,
disgusted,
disgusted,
angry,
neutral,
fearful,
angry,
neutral,
angry,
fearful,
angry,
surprised,
surprised,
angry,
angry,
neutral,
disgusted,
disgusted,
disgusted,
fearful,
disgusted,
neutral,
fearful,
neutral,
angry,
neutral,
fearful,
angry,
disgusted,
disgusted,
fearful,
angry,
neutral,
fearful,
fearful,
neutral,
angry,
fearful,
disgusted,
fearful,
angry,
fearful,
neutral,
disgusted,
fearful,
disgusted,
neutral,
fearful,
disgusted,
angry,
neutral,
angry,
fearful,
sad,
fearful,
angry,
fearful,
fearful,
angry,
fearful,
surprised,
disgusted,
disgusted,
disgusted,
angry,
disgusted,
disgusted,
angry,
surprised,
disgusted,
angry,
neutral,
disgusted,
neutral,
fearful,
neutral,
angry,
angry,
angry,
neutral,
disgusted,
neutral,
angry,
fearful,
surprised,
disgusted,
angry,
disgusted,
disgusted,
sad,
disgusted,
disgusted,
surprised,
disgusted,
disgusted,
neutral,
neutral,
disgusted,
fearful,
disgusted,
angry,
angry,
angry,
disgusted,
angry,
fearful,
angry,
angry,
neutral,
angry,
disgusted,
disgusted,
surprised,
angry,
fearful,
neutral,
fearful,
surprised,
surprised,
surprised,
angry,
disgusted,
disgusted,
disgusted,
surprised,
angry,
neutral,
disgusted,
angry,
disgusted,
neutral,
angry,
disgusted,
fearful,
fearful,
sad,
angry,
angry,
angry,
angry,
angry,
neutral,
disgusted,
neutral,
surprised,
surprised,
angry,
disgusted,
fearful,
disgusted,
surprised,
angry,
disgusted,
angry,
surprised,
disgusted,
angry,
disgusted,
disgusted,
angry,
fearful,
neutral,
neutral,
disgusted,
disgusted,
disgusted,
surprised,
fearful,
disgusted,
neutral,
surprised,
angry,
angry,
angry,
neutral,
angry,
angry,
disgusted,
neutral,
angry,
neutral,
angry,
angry,
angry,
surprised,
surprised,
disgusted,
angry,
disgusted,
angry,
fearful,
fearful,
fearful,
neutral,
angry,
surprised,
angry,
angry,
neutral,
angry,
fearful,
fearful,
disgusted,
surprised,
fearful,
surprised,
neutral,
surprised,
fearful,
fearful,
disgusted,
neutral,
neutral,
fearful,
neutral,
disgusted,
disgusted,
surprised,
angry,
disgusted,
fearful,
angry,
angry,
neutral,
disgusted,
surprised,
disgusted,
fearful,
disgusted,
fearful,
surprised,
disgusted,
fearful,
fearful,
neutral,
angry,
neutral,
neutral,
disgusted,
fearful,
disgusted,
surprised,
neutral,
angry,
fearful,
fearful,
fearful,
disgusted,
surprised,
neutral,
angry,
disgusted,
angry,
disgusted,
angry,
disgusted,
fearful,
angry,
angry,
disgusted,
neutral,
disgusted,
angry,
angry,
neutral,
neutral,
disgusted,
disgusted,
angry,
neutral,
angry,
angry,
sad,
surprised,
neutral,
surprised,
surprised,
angry,
surprised,
disgusted,
disgusted,
angry,
disgusted,
angry,
angry,
angry,
disgusted,
fearful,
disgusted,
neutral,
neutral,
angry,
angry,
angry,
angry,
disgusted,
disgusted,
angry,
angry,
neutral,
disgusted,
angry,
disgusted,
angry,
fearful,
surprised,
angry,
angry,
disgusted,
disgusted,
surprised,
fearful,
disgusted,
disgusted,
disgusted,
fearful,
disgusted,
neutral,
surprised,
angry,
disgusted,
angry,
angry,
angry,
disgusted,
angry,
surprised,
disgusted,
neutral,
surprised,
angry,
neutral,
disgusted,
neutral,
fearful,
fearful,
angry,
disgusted,
angry,
neutral,
neutral,
neutral,
disgusted,
fearful,
angry,
angry,
angry,
angry,
fearful,
angry,
fearful,
neutral,
disgusted,
angry,
disgusted,
disgusted,
angry,
neutral,
surprised,
neutral,
neutral,
fearful,
neutral,
angry,
fearful,
neutral,
angry,
surprised,
angry,
surprised,
disgusted,
angry,
neutral,
disgusted,
neutral,
neutral,
neutral,
angry,
disgusted,
angry,
angry,
neutral,
disgusted,
fearful,
neutral,
disgusted,
neutral,
angry,
surprised,
surprised,
disgusted,
fearful,
surprised,
neutral,
surprised,
fearful,
neutral,
fearful,
fearful,
fearful,
angry,
angry,
surprised,
angry,
disgusted,
fearful,
angry,
fearful,
surprised,
angry,
disgusted,
angry,
disgusted,
angry,
angry,
angry,
disgusted,
neutral,
disgusted,
disgusted,
disgusted,
neutral,
disgusted,
disgusted,
neutral,
angry,
disgusted,
disgusted,
disgusted,
surprised,
neutral,
neutral,
disgusted,
surprised,
sad,
disgusted,
fearful,
disgusted,
neutral,
angry,
disgusted,
angry,
neutral,
neutral,
angry,
fearful,
neutral,
fearful,
disgusted,
angry,
fearful,
angry,
disgusted,
angry,
angry,
angry,
disgusted,
surprised,
angry,
angry,
surprised,
fearful,
sad,
surprised,
disgusted,
angry,
fearful,
neutral,
disgusted,
neutral,
neutral,
angry,
fearful,
surprised,
angry,
angry,
disgusted,
fearful,
neutral,
disgusted,
neutral,
neutral,
neutral,
angry,
disgusted,
disgusted,
angry,
disgusted,
neutral,
disgusted,
neutral,
angry,
angry,
disgusted,
surprised,
surprised,
disgusted,
disgusted,
surprised,
disgusted,
angry,
disgusted,
angry,
disgusted,
angry,
surprised,
disgusted,
disgusted,
disgusted,
disgusted,
neutral,
surprised,
fearful,
surprised,
disgusted,
angry,
neutral,
fearful,
neutral,
neutral,
neutral,
neutral,
disgusted,
surprised,
neutral,
surprised,
fearful,
fearful,
fearful,
angry,
surprised,
neutral,
angry,
neutral,
angry,
angry,
angry,
disgusted,
disgusted,
neutral,
angry,
neutral,
disgusted,
fearful,
surprised,
angry,
surprised,
angry,
angry,
disgusted,
neutral,
angry,
angry,
fearful,
angry,
neutral,
angry,
disgusted,
fearful,
neutral,
fearful,
fearful,
disgusted,
fearful,
surprised,
fearful,
disgusted,
angry,
fearful,
disgusted,
disgusted,
fearful,
angry,
sad,
fearful,
angry,
neutral,
disgusted,
neutral,
neutral,
angry,
angry,
disgusted,
angry,
disgusted,
disgusted,
disgusted,
neutral,
disgusted,
angry,
neutral,
angry,
neutral,
angry,
angry,
angry,
neutral,
disgusted,
angry,
neutral,
fearful,
disgusted,
neutral,
surprised,
neutral,
disgusted,
angry,
disgusted,
neutral,
disgusted,
angry,
angry,
disgusted,
angry,
surprised,
neutral,
neutral,
fearful,
disgusted,
angry,
disgusted,
surprised,
neutral,
angry,
surprised,
neutral,
angry,
fearful,
disgusted,
angry,
angry,
angry,
neutral,
surprised,
neutral,
angry,
fearful,
fearful,
angry,
fearful,
neutral,
angry,
fearful,
surprised,
angry,
fearful,
angry,
angry,
angry,
disgusted,
disgusted,
disgusted,
angry,
disgusted,
fearful,
disgusted,
fearful,
surprised,
disgusted,
disgusted,
neutral,
angry,
disgusted,
disgusted,
disgusted,
angry,
neutral,
neutral,
sad,
disgusted,
fearful,
disgusted,
disgusted,
neutral,
neutral,
neutral,
surprised,
fearful,
fearful,
angry,
disgusted,
fearful,
disgusted,
neutral,
angry,
angry,
neutral,
neutral,
neutral,
surprised,
sad,
neutral,
neutral,
disgusted,
neutral,
neutral,
fearful,
neutral,
angry,
angry,
neutral,
disgusted,
fearful,
angry,
angry,
angry,
neutral,
neutral,
surprised,
surprised,
angry,
surprised,
disgusted,
disgusted,
surprised,
angry,
neutral,
fearful,
neutral,
angry,
angry,
disgusted,
disgusted,
angry,
disgusted,
angry,
sad,
disgusted,
disgusted,
neutral,
disgusted,
angry,
angry,
surprised,
angry,
disgusted,
angry,
disgusted,
disgusted,
angry,
neutral,
angry,
angry,
neutral,
surprised,
disgusted,
disgusted,
neutral,
surprised,
sad,
neutral,
angry,
disgusted,
angry,
angry,
angry,
angry,
disgusted,
disgusted,
angry,
angry,
angry,
neutral,
angry,
disgusted,
angry,
angry,
angry,
angry,
surprised,
disgusted,
neutral,
surprised,
disgusted,
surprised,
neutral,
angry,
angry,
neutral,
angry,
fearful,
angry,
surprised,
angry,
disgusted,
fearful,
fearful,
angry,
fearful,
fearful,
angry,
angry,
disgusted,
neutral,
angry,
neutral,
fearful,
disgusted,
disgusted,
disgusted,
angry,
fearful,
neutral,
fearful,
neutral,
angry,
neutral,
angry,
angry,
neutral,
surprised,
angry,
fearful,
fearful,
angry,
disgusted,
surprised,
disgusted,
angry,
disgusted,
sad,
disgusted,
fearful,
surprised,
angry,
angry,
angry,
angry,
surprised,
angry,
angry,
neutral,
angry,
neutral,
surprised,
angry,
neutral,
disgusted,
disgusted,
surprised,
angry,
surprised,
disgusted,
neutral,
angry,
fearful,
angry,
angry,
neutral,
neutral,
angry,
neutral,
disgusted,
fearful,
disgusted,
neutral,
angry,
disgusted,
surprised,
fearful,
neutral,
angry,
angry,
disgusted,
neutral,
angry,
angry,
neutral,
neutral,
angry,
fearful,
sad,
neutral,
angry,
neutral,
disgusted,
fearful,
fearful,
angry,
fearful,
neutral,
disgusted,
neutral,
fearful,
angry,
fearful,
angry,
neutral,
surprised,
surprised,
disgusted,
fearful,
disgusted,
disgusted,
surprised,
surprised,
angry,
angry,
disgusted,
fearful,
fearful,
disgusted,
neutral,
disgusted,
neutral,
angry,
disgusted,
surprised,
disgusted,
angry,
angry,
surprised,
surprised,
angry,
angry,
fearful,
angry,
surprised,
surprised,
surprised,
angry,
neutral,
sad,
angry,
disgusted,
disgusted,
angry,
fearful,
angry,
disgusted,
angry,
disgusted,
angry,
surprised,
neutral,
neutral,
neutral,
neutral,
angry,
neutral,
angry,
surprised,
fearful,
neutral,
surprised,
neutral,
surprised,
disgusted,
angry,
surprised,
fearful,
surprised,
angry,
angry,
angry,
angry,
disgusted,
disgusted,
disgusted,
fearful,
sad,
surprised,
fearful,
neutral,
neutral,
surprised,
angry,
disgusted,
neutral,
surprised,
angry,
angry,
disgusted,
disgusted,
angry,
angry,
angry,
angry,
fearful,
surprised,
angry,
fearful,
disgusted,
neutral,
disgusted,
disgusted,
angry,
neutral,
disgusted,
disgusted,
surprised,
disgusted,
angry,
disgusted,
angry,
angry,
disgusted,
disgusted,
neutral,
disgusted,
disgusted,
fearful,
surprised,
disgusted,
disgusted,
neutral,
angry,
neutral,
fearful,
disgusted,
disgusted,
angry,
angry,
neutral,
disgusted,
angry,
fearful,
angry,
disgusted,
disgusted,
fearful,
disgusted,
angry,
angry,
neutral,
disgusted,
angry,
fearful,
neutral,
neutral,
angry,
disgusted,
angry,
angry,
neutral,
surprised,
angry,
fearful,
neutral,
neutral,
sad,
disgusted,
fearful,
neutral,
fearful,
disgusted,
surprised,
surprised,
fearful,
disgusted,
fearful,
disgusted,
angry,
fearful,
fearful,
disgusted,
fearful,
neutral,
disgusted,
disgusted,
surprised,
angry,
disgusted,
angry,
angry,
fearful,
angry,
angry,
fearful,
fearful,
disgusted,
angry,
surprised,
angry,
fearful,
fearful,
disgusted,
angry,
angry,
fearful,
angry,
disgusted,
sad,
neutral,
angry,
angry,
neutral,
neutral,
angry,
disgusted,
surprised,
fearful,
disgusted,
disgusted,
sad,
fearful,
neutral,
angry,
disgusted,
surprised,
disgusted,
disgusted,
sad,
neutral,
angry,
angry,
angry,
neutral,
surprised,
neutral,
angry,
surprised,
angry,
surprised,
disgusted,
neutral,
disgusted,
disgusted,
angry,
fearful,
fearful,
angry,
disgusted,
disgusted,
fearful,
disgusted,
disgusted,
fearful,
disgusted,
disgusted,
neutral,
angry,
surprised,
disgusted,
fearful,
disgusted,
angry,
angry,
angry,
angry,
neutral,
disgusted,
surprised,
disgusted,
disgusted,
disgusted,
disgusted,
disgusted,
disgusted,
sad,
fearful,
disgusted,
angry,
disgusted,
angry,
angry,
disgusted,
disgusted,
disgusted,
angry,
angry,
fearful,
neutral,
disgusted,
neutral,
neutral,
angry,
angry,
angry,
disgusted,
disgusted,
neutral,
disgusted,
angry,
angry,
disgusted,
disgusted,
disgusted,
fearful,
sad,
disgusted,
neutral,
disgusted,
surprised,
angry,
disgusted,
disgusted,
surprised,
angry,
surprised,
neutral,
disgusted,
disgusted,
angry,
surprised,
disgusted,
disgusted,
surprised,
neutral,
fearful,
angry,
angry,
disgusted,
neutral,
neutral,
neutral,
disgusted,
angry,
angry,
neutral,
surprised,
angry,
disgusted,
angry,
disgusted,
disgusted,
fearful,
fearful,
disgusted,
angry,
surprised,
angry,
angry,
disgusted,
disgusted,
disgusted,
angry,
disgusted,
sad,
disgusted,
disgusted,
neutral,
angry,
disgusted,
angry,
fearful,
disgusted,
neutral,
disgusted,
neutral,
angry,
disgusted,
disgusted,
angry,
angry,
surprised,
fearful,
neutral,
angry,
sad,
surprised,
angry,
angry,
neutral,
angry,
neutral,
surprised,
fearful,
neutral,
disgusted,
neutral,
fearful,
fearful,
disgusted,
surprised,
angry,
neutral,
angry,
fearful,
disgusted,
surprised,
angry,
disgusted,
angry,
neutral,
neutral,
disgusted,
fearful,
angry,
angry,
neutral,
disgusted,
disgusted,
disgusted,
angry,
surprised,
disgusted,
fearful,
angry,
angry,
angry,
disgusted,
surprised,
angry,
neutral,
disgusted,
disgusted,
neutral,
angry,
surprised,
disgusted,
angry,
disgusted,
angry,
fearful,
disgusted,
neutral,
disgusted,
neutral,
angry,
surprised,
neutral,
angry,
neutral,
surprised,
angry,
disgusted,
angry,
neutral,
neutral,
disgusted,
disgusted,
disgusted,
angry,
disgusted,
fearful,
surprised,
disgusted,
fearful,
surprised,
angry,
disgusted,
disgusted,
disgusted,
angry,
fearful,
fearful,
disgusted,
disgusted,
disgusted,
angry,
disgusted,
neutral,
disgusted,
neutral,
disgusted,
angry,
neutral,
disgusted,
angry,
disgusted,
surprised,
angry,
angry,
angry,
surprised,
disgusted,
angry,
surprised,
neutral,
disgusted,
angry,
neutral,
angry,
disgusted,
angry,
angry,
fearful,
surprised,
disgusted,
angry,
neutral,
disgusted,
disgusted,
disgusted,
surprised,
surprised,
disgusted,
neutral,
surprised,
neutral,
angry,
disgusted,
disgusted,
disgusted,
angry,
angry,
disgusted,
angry,
angry,
angry,
neutral,
surprised,
angry,
neutral,
disgusted,
neutral,
disgusted,
angry,
angry,
fearful,
disgusted,
angry,
fearful,
angry,
disgusted,
disgusted,
disgusted,
disgusted,
angry,
disgusted,
fearful,
surprised,
angry,
fearful,
angry,
surprised,
neutral,
surprised,
angry,
angry,
angry,
disgusted,
surprised,
angry,
angry,
fearful,
disgusted,
fearful,
angry,
angry,
neutral,
angry,
disgusted,
angry,
fearful,
angry,
fearful,
angry,
disgusted,
disgusted,
angry,
disgusted,
fearful,
neutral,
disgusted,
angry,
surprised,
neutral,
disgusted,
neutral,
fearful,
disgusted,
neutral,
disgusted,
disgusted,
neutral,
disgusted,
disgusted,
angry,
neutral,
disgusted,
disgusted,
angry,
angry,
disgusted,
disgusted,
disgusted,
surprised,
disgusted,
angry,
disgusted,
angry,
angry,
angry,
angry,
fearful,
angry,
fearful,
angry,
fearful,
disgusted,
angry,
angry,
surprised,
neutral,
disgusted,
angry,
disgusted,
angry,
neutral,
disgusted,
disgusted,
neutral,
surprised,
angry,
angry,
disgusted,
disgusted,
disgusted,
disgusted,
neutral,
surprised,
angry,
angry,
fearful,
surprised,
angry,
surprised,
fearful,
neutral,
angry,
angry,
surprised,
angry,
surprised,
angry,
sad,
angry,
surprised,
surprised,
disgusted,
fearful,
disgusted,
angry,
fearful,
sad,
surprised,
angry,
disgusted,
disgusted,
angry,
neutral,
neutral,
angry,
disgusted,
fearful,
angry,
angry,
angry,
surprised,
angry,
angry,
angry,
surprised,
surprised,
angry,
surprised,
angry,
fearful,
angry,
disgusted,
angry,
sad,
disgusted,
angry,
angry,
disgusted,
angry,
neutral,
